scholar_id,name,gender,affiliation,url_picture,i10index,i10index5y,hindex,hindex5y,citedby,citedby5y,num_publications
abU3flQAAAAJ,Ricardo Campos,M,Instituto Politécnico de Tomar,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=abU3flQAAAAJ&citpid=2,21,12,15,10,900,641,100
iLEzczIAAAAJ,Christopher Duffy,M,University of Saskatchewan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iLEzczIAAAAJ&citpid=2,3,2,6,6,86,81,24
-YUzFCIAAAAJ,Joel Ribeiro,M,Researcher at INESC Technology and Science - Associate Laboratory,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-YUzFCIAAAAJ&citpid=3,7,4,8,7,1690,1171,21
2OFTVmMAAAAJ,Konrad Bergmeister,M,"Professor Konstruktiver Ingenieurbau, Universität für Bodenkultur",,70,26,24,14,2384,930,563
JwunPSkAAAAJ,Paolo Vannucci,M,"Professeur de mécanique, UVSQ",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JwunPSkAAAAJ&citpid=4,40,30,24,17,1637,872,144
_DluXkEAAAAJ,Peter F Sweeney,M,Turbonomic,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_DluXkEAAAAJ&citpid=2,67,30,33,16,5063,1083,119
UCiRaqQAAAAJ,Vasiliki Kosmidou,F,ITI-CERTH,,14,13,14,12,670,459,44
Gt-RkgcAAAAJ,Lino Oliveira,M,Polytechnic of Porto/School of Media Arts and Design,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Gt-RkgcAAAAJ&citpid=2,2,1,6,3,108,41,34
IWN2LiYAAAAJ,Moses A. Boudourides,M,"Professor, University of Patras, Greece",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IWN2LiYAAAAJ&citpid=3,21,3,14,5,761,142,101
tM-4Oz0AAAAJ,Matti Kinnunen,M,"Optoelectronics and Measurement Techniques Laboratory, University of Oulu, Finland",,31,24,20,15,1100,693,83
Cl11Mv4AAAAJ,Ian Gwilt,M,University of South Australia,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Cl11Mv4AAAAJ&citpid=4,5,4,7,6,206,171,84
2XyqtqEAAAAJ,Daniel Wilusz,M,Poznań University of Economics,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2XyqtqEAAAAJ&citpid=6,2,1,4,4,63,41,18
73TIjqYAAAAJ,Jari Hannuksela,M,Visidon Ltd,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=73TIjqYAAAAJ&citpid=2,24,8,14,9,624,262,70
V1keymYAAAAJ,Ricardo de Castro,M,"University of California, Merced",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=V1keymYAAAAJ&citpid=1,34,25,18,14,1230,829,85
IkczhUEAAAAJ,Cristina Stoica Maniu,F,"Professor - CentraleSupélec, Laboratoire des Signaux et Systèmes (L2S)",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IkczhUEAAAAJ&citpid=10,25,12,15,11,915,595,126
TNJecVMAAAAJ,Tapio T Rantala,M,"Professor of Physics, Tampere University of Technology",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TNJecVMAAAAJ&citpid=2,84,27,32,15,5172,2176,259
Ir_Yku8AAAAJ,Dimitra Kampitaki,F,University of Macedonia,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ir_Yku8AAAAJ&citpid=4,12,5,11,7,337,131,28
GTf5AmYAAAAJ,Sebastian Gergen,M,"Bochumer Institut für Technologie, Bochum, Germany",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GTf5AmYAAAAJ&citpid=2,4,3,6,5,131,117,17
oWmYshYAAAAJ,Mario Pauli,M,Karlsruhe Institute of Technology,,24,19,15,13,758,567,73
ssjx44oAAAAJ,gkalelis nikolaos,M,Information Technologies Institute (ITI),,16,7,13,8,640,265,33
JTV6B98AAAAJ,Essaid Sabir,M,"ENSEM, Hassan II University of Casablanca",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JTV6B98AAAAJ&citpid=2,29,20,14,13,904,752,174
3pDQM30AAAAJ,Tommy Svensson,M,Chalmers University of Technology,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3pDQM30AAAAJ&citpid=2,115,85,36,30,5871,4297,362
TtBl47AAAAAJ,Emilie Balland,M,Inria,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TtBl47AAAAAJ&citpid=3,21,9,15,9,844,334,54
bo7PZjkAAAAJ,Pavlina Fragkou,F,"Department of Informatics, Technological Educational Institute of Athens",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bo7PZjkAAAAJ&citpid=3,13,9,12,9,638,262,35
5wjfnx4AAAAJ,Antti J. Moilanen,M,Aalto University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5wjfnx4AAAAJ&citpid=3,10,10,10,10,820,811,25
hKQuv0EAAAAJ,Markus Berg,M,"University Researcher, Adjunct Professor, University of Oulu",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hKQuv0EAAAAJ&citpid=2,26,10,14,10,792,392,89
rKU2oiUAAAAJ,Christos Tjortjis,M,"Associate Professor in Knowledge Discovery and software engineering systems, Int'l Hellenic",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rKU2oiUAAAAJ&citpid=2,33,16,18,12,1097,497,91
rmrQ0kYAAAAJ,Shih-Cheng Yen,M,National University of Singapore,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rmrQ0kYAAAAJ&citpid=3,51,39,25,23,2233,1511,150
PhzAUC4AAAAJ,Hadi Ghanbari,M,"Postdoctoral Researcher, Aalto University School of Business",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PhzAUC4AAAAJ&citpid=17,4,4,6,6,101,99,12
CPeHC9IAAAAJ,Miguel López-Benítez,M,"Senior Lecturer (Associate Professor) at University of Liverpool, UK.",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CPeHC9IAAAAJ&citpid=3,44,35,22,18,1983,1144,154
lJG858YAAAAJ,Ataollah Mokhberdoran,M,"Head of Converter C HW & FW, Vestas",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lJG858YAAAAJ&citpid=8,17,16,13,13,943,864,26
X7yaWYYAAAAJ,Athanasios Tsadiras,M,"Assistant Professor, School of Economics, Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=X7yaWYYAAAAJ&citpid=2,19,12,16,11,1042,410,61
s9SwFWcAAAAJ,Prodromos Tsinaslanidis,M,"Assistant Professor in Applied Finance, Department of Economics, University of Western Macedonia",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=s9SwFWcAAAAJ&citpid=2,7,6,7,7,189,155,30
2YvVEn8AAAAJ,Luís Moniz Pereira,M,"Professor of Computer Science, Universidade Nova de Lisboa (emeritus)",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2YvVEn8AAAAJ&citpid=2,188,40,47,19,8160,1341,481
VFJ3-DYAAAAJ,Hervé Paulino,M,"Professor of Computer Science, Universidade Nova de Lisboa",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VFJ3-DYAAAAJ&citpid=2,17,6,12,8,472,223,104
jKMntiEAAAAJ,Pierre Guillon,M,CNRS,,14,4,11,7,292,121,40
DcNHBLcAAAAJ,Markus Bär,M,"Professor, PTB, Modeling and Simulation; TU Berlin, Theoretical Physics",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DcNHBLcAAAAJ&citpid=6,121,63,51,26,8287,3322,280
5z8ldHYAAAAJ,Panagiotis Alexopoulos,M,Assistant Professor (University of Patras); Adjunct Professor (Technical University of Munich),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5z8ldHYAAAAJ&citpid=4,68,59,33,29,3875,2414,144
hEQE-xUAAAAJ,Juan Manuel Mauricio,M,Universidad de Sevilla,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hEQE-xUAAAAJ&citpid=2,20,17,17,16,1367,900,53
31WoEBEAAAAJ,Maëlick Claes,M,"Post-doctoral researcher, University of Oulu",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=31WoEBEAAAAJ&citpid=1,17,16,14,14,608,538,42
IOyeXEQAAAAJ,Alexandros I. Dimitriadis,M,RF Project Manager at SWISSto12,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IOyeXEQAAAAJ&citpid=4,16,12,13,12,470,355,50
TZo_QvoAAAAJ,Michael Günther,M,"Full Professor of Applied Mathematics, IMACM, Bergische Universität Wuppertal",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TZo_QvoAAAAJ&citpid=1,65,37,26,19,2816,1173,280
9sLa3S8AAAAJ,Manuchehr Soleimani,M,"Professor of Tomographic Imaging, University of Bath",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9sLa3S8AAAAJ&citpid=6,110,76,36,26,5320,2828,369
HAOuAckAAAAJ,Apostolos Ampatzoglou,M,Assistant Professor at University of Macedonia,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HAOuAckAAAAJ&citpid=22,46,45,24,22,1720,1461,104
LfLfZXEAAAAJ,"Nei Kato(IEEE Fellow, IEICE Fellow)",M,"Professor, Graduate School of Information Sciences, Tohoku University, Japan",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LfLfZXEAAAAJ&citpid=2,265,188,70,56,18533,12431,802
9Fn-m2oAAAAJ,Qi Luo,M,Senior Lecturer at the University of Hertsfordshire,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9Fn-m2oAAAAJ&citpid=2,43,37,24,21,2228,2007,133
1JyQMewAAAAJ,Gonzalo Arce,M,University of Delaware,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1JyQMewAAAAJ&citpid=2,238,116,65,34,15801,4938,576
LOcVbhAAAAAJ,Chrit Moonen,M,"Imaging Division, University Medical Center Utrecht, Utrecht, Netherlands",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LOcVbhAAAAAJ&citpid=2,270,152,80,38,21861,5675,600
qMklaQUAAAAJ,Vasileios S. Charisis,M,Post-doctoral research associate,,17,15,12,12,582,514,63
pbvEidYAAAAJ,Fabien Jourdan,M,INRAE,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pbvEidYAAAAJ&citpid=4,34,25,23,18,1666,847,122
uRrZni4AAAAJ,Yicheng Wang,M,Ruhr-Uni-Bochum,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uRrZni4AAAAJ&citpid=2,29,26,17,16,935,809,89
_HyHTrsAAAAJ,Min Chen,M,"Professor, IEEE Fellow, Highly Cited Researcher, Huazhong University of Science and Technology",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_HyHTrsAAAAJ&citpid=4,251,208,83,67,28317,21956,544
RgcMUu4AAAAJ,Diana Pamela Moya Osorio,F,University of Oulu - Centre for Wireless Communications,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RgcMUu4AAAAJ&citpid=4,9,9,9,9,331,313,48
Hz7S9BEAAAAJ,Sebastien Tixeuil,M,"Professor of Computer Science, Sorbonne Université, LIP6 & IUF",,106,65,37,22,4230,1785,362
cecXnbMAAAAJ,Daniel Le Berre,M,CRIL-CNRS Université d'Artois,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cecXnbMAAAAJ&citpid=5,44,19,24,15,2888,1161,130
L3IKI0cAAAAJ,Eoin O'Reilly,M,"Research Professor, Tyndall National Institute",https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=L3IKI0cAAAAJ&citpid=3,217,84,61,28,15313,3269,490
ODY-nGgAAAAJ,Pascal Sasdrich,M,"Chair for Security Engineering, Ruhr-Universität Bochum, Germany",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ODY-nGgAAAAJ&citpid=1,12,11,10,10,680,663,29
M9bfYFYAAAAJ,Joost Visser,M,"Professor, LIACS, Leiden University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=M9bfYFYAAAAJ&citpid=2,96,48,37,23,7042,2562,207
biIbix0AAAAJ,Steven W. McLaughlin,M,Georgia Institute of Technology - Provost and EVP for Academic Affairs,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=biIbix0AAAAJ&citpid=6,143,43,44,21,11140,3302,380
lBt-QtQAAAAJ,Ricardo Mejía-Gutiérrez,M,"Director del Grupo de Investigación en Ingeniería de Diseño (GRID), Universidad EAFIT",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lBt-QtQAAAAJ&citpid=13,15,9,11,9,472,249,127
QrS2y5sAAAAJ,Tijana Milenkovic,F,University of Notre Dame,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QrS2y5sAAAAJ&citpid=8,42,37,28,24,3926,2338,62
ZCw4KcoAAAAJ,Pei Zhou,M,Duke University,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ZCw4KcoAAAAJ&citpid=2,82,61,46,29,5664,2185,154
lzJo1TAAAAAJ,Zoltan Donko,M,Wigner Research Centre for Physics,,165,113,49,32,7288,3581,469
0FuZRPYAAAAJ,Nikos C Kyrpides,M,"Joint Genome Institute, Lawrence Berkeley National Laboratory",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0FuZRPYAAAAJ&citpid=2,438,333,98,72,58711,30365,818
CWH-__0AAAAJ,Evangelou E,M,"Associate Prof. of Physics, Dept of Physics, Univ. of Ioannina",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CWH-__0AAAAJ&citpid=2,42,13,23,11,2126,569,72
uS7Rf0EAAAAJ,Efstratios Kakaletsis,M,"PhD Candidate, Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uS7Rf0EAAAAJ&citpid=1,0,0,2,2,18,16,9
mOGPT7AAAAAJ,Hannu Sorvoja,M,University of Oulu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mOGPT7AAAAAJ&citpid=3,20,11,15,11,872,300,41
CcrxVa8AAAAJ,Timo Gans,M,"Full Professor, School of Physical Sciences & NCPST, Dublin City University",,87,66,38,27,4688,2389,290
R1ZShbIAAAAJ,"Roberto Riggio, PhD",M,RISE Research Institutes of Sweden,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=R1ZShbIAAAAJ&citpid=3,60,47,26,21,2169,1666,197
dkTYCR0AAAAJ,Alexey Popov,M,VTT Technical Research Centre of Finland,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=dkTYCR0AAAAJ&citpid=2,75,57,29,25,2826,1929,280
p5fU8O8AAAAJ,dau,M,ENSAM,,20,16,15,13,622,473,101
TfbH_mEAAAAJ,Stephan Olariu,M,Old Dominion University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TfbH_mEAAAAJ&citpid=2,256,86,61,31,14969,4559,747
zhATUsQAAAAJ,Ioannis Refanidis,M,"University of Macedonia, Department of Applied Informatics",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zhATUsQAAAAJ&citpid=3,24,5,14,7,862,196,107
OiKKfxEAAAAJ,Antonio Castelo Filho,M,Universidade de São Paulo,,35,14,22,11,1761,462,182
rQkFVs4AAAAJ,Maxime Crochemore,M,KCL,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rQkFVs4AAAAJ&citpid=2,160,69,43,23,9692,2470,384
EvD8ClcAAAAJ,George Katsirelos,M,INRAE,,36,23,21,17,1429,734,86
rlwSaycAAAAJ,Simone Soderi,M,"Dr.Sc. (Tech),  Post-Doctoral Research Fellow at IMT Lucca",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rlwSaycAAAAJ&citpid=3,4,2,6,5,133,96,25
1XoZPhEAAAAJ,Babak Hassibi,M,Mose and Lilian S. Bohn Professor of Electrical Engineering,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1XoZPhEAAAAJ&citpid=1,303,160,74,47,34903,10447,636
XhPqAS4AAAAJ,Juergen Becker,M,Karlsruhe Institute of Technology,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XhPqAS4AAAAJ&citpid=2,186,65,47,23,9876,3893,728
PVKdEQsAAAAJ,Antonio Orlando,M,"CONICET - Facultad de Ciencias Exactas y Tecnologia, Universidad Nacional de Tucuman, Argentina",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PVKdEQsAAAAJ&citpid=2,7,3,9,6,278,104,26
FNwI36EAAAAJ,Bernd Bandemer,M,"Principal Data Scientist, Rasa Networks",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FNwI36EAAAAJ&citpid=2,21,10,15,10,893,372,59
elEasvYAAAAJ,Torbjörn Björkman,M,"Åbo Akademi University, Physics/Faculty of Natural Science and Engineering",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=elEasvYAAAAJ&citpid=3,29,28,23,20,3840,3288,55
2mjUsP8AAAAJ,Srinivasan Parthasarathy,M,"Professor of Computer Science and Engineering, The Ohio State University",,245,131,66,37,20736,7016,641
1f5twhoAAAAJ,Yannis Theodoridis,M,"Professor of Data Science, University of Piraeus, Greece",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1f5twhoAAAAJ&citpid=3,125,75,50,28,12548,3568,308
LXcIuCoAAAAJ,Theodoros Tsiftsis,M,"Jinan University, China; University of Thessaly, Greece",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LXcIuCoAAAAJ&citpid=10,119,92,37,31,7025,4337,263
oKANWloAAAAJ,Choong Seon Hong,M,"Professor of Computer Science and Engineering, Kyung Hee University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=oKANWloAAAAJ&citpid=1,316,219,48,41,12260,8742,1404
yBMUNzQAAAAJ,Arthur Greb,M,University of York,,12,11,11,10,348,316,33
hJYxus0AAAAJ,Jordi Perez-Romero,M,UPC,,110,44,31,19,5111,1791,444
DnF3UEUAAAAJ,Eleftherios Spyromitros-Xioufis,M,Data scientist | Machine Learning researcher,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DnF3UEUAAAAJ&citpid=3,16,14,14,13,2100,1390,31
GWg09qgAAAAJ,Maciej S. Wróbel,M,Gdańsk University of Technology,,12,12,12,11,419,377,42
YxyqkoAAAAAJ,José Devezas,M,FEUP InfoLab and INESC TEC,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YxyqkoAAAAAJ&citpid=8,0,0,5,3,74,32,38
aGUfamMAAAAJ,Paola Diomede,F,Maastricht University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aGUfamMAAAAJ&citpid=7,29,16,17,13,1064,492,94
TOTF0PsAAAAJ,Theodoros (Thodoris) Anagnostopoulos,M,"Lecturer (Teaching) in Computer Science, DigiT.DSS.Lab, University of West Attica",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TOTF0PsAAAAJ&citpid=5,23,18,18,15,1267,1099,72
qkf37j4AAAAJ,Hugo Conceição,M,CTO at Jumia Services,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qkf37j4AAAAJ&citpid=2,9,5,9,7,486,224,15
0X7zZHsAAAAJ,Nikolaos Uzunoglu,M,Professor Electrical and Computer Engineering,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0X7zZHsAAAAJ&citpid=2,187,40,43,15,7060,1436,659
amSPwgsAAAAJ,Luis Sarmento,M,Inductiva Research Labs,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=amSPwgsAAAAJ&citpid=2,44,18,23,14,1966,777,104
Qajd0rMAAAAJ,Yuuki Nishiyama,M,"Institute of Industrial Science, The University of Tokyo",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Qajd0rMAAAAJ&citpid=2,1,1,5,4,73,67,57
mcS83EIAAAAJ,Anas Chaaban,M,"Assistant Professor, School of Engineering, University of British Columbia, Okanagan Campus, BC",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mcS83EIAAAAJ&citpid=2,53,41,19,17,1772,1455,163
0poTDw0AAAAJ,Andy Alorwu,M,"Center for Ubiquitous Computing, University of Oulu",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0poTDw0AAAAJ&citpid=1,0,0,2,2,9,9,4
cCQmJFMAAAAJ,Yassine Hadjadj-Aoul,M,"Associate professor, Rennes 1 University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cCQmJFMAAAAJ&citpid=3,33,21,17,14,1318,840,156
2vyIvbsAAAAJ,Luís Torgo,M,"Canada Research Chair, Professor, Faculty of Computer Science, Dalhousie University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2vyIvbsAAAAJ&citpid=6,66,43,29,24,4742,3080,185
BV9gZUAAAAAJ,Ștefan Stănciulescu,M,"Scientist, ABB Corporate Research Switzerland",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BV9gZUAAAAAJ&citpid=3,8,8,8,8,322,296,12
z1jdSmoAAAAJ,Pankaj Mehra,M,Samsung VP; SanDisk VP & Senior Fellow (SVP&CTO:Fusion-io)(Founder:Whodini),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=z1jdSmoAAAAJ&citpid=5,52,20,25,17,3231,1065,105
bFNzhmwAAAAJ,Dmitry Yershov,M,Massachusetts Institute of Technology,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bFNzhmwAAAAJ&citpid=2,7,5,7,6,1378,1330,15
YLWi_L8AAAAJ,Richard Demo Souza,M,"Federal University of Santa Catarina (UFSC), Brazil",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YLWi_L8AAAAJ&citpid=3,82,59,26,24,3194,2178,350
lGitDjEAAAAJ,Mikko Salminen,M,Unknown affiliation,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lGitDjEAAAAJ&citpid=6,26,21,16,14,2412,1208,101
0hssXLPZL2YC,Lingxiao JIANG,M,"Associate Professor of Information Systems, Singapore Management University",,50,46,29,25,4405,2636,91
iqhBL9kAAAAJ,Theodore Zahariadis,M,National and Kapodistrian University of Athens,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iqhBL9kAAAAJ&citpid=3,72,30,30,15,2888,1113,225
r6pSwLYAAAAJ,Mikko Valkama,M,"Tampere University, Finland",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=r6pSwLYAAAAJ&citpid=4,253,183,49,40,10895,7418,678
CxxvqmEAAAAJ,Peter Schwabe,M,"Professor, Radboud University, Nijmegen, The Netherlands",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CxxvqmEAAAAJ&citpid=2,61,53,39,35,5563,4424,95
gT-BtGYAAAAJ,Janet C Read,F,University of Central Lancashire,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gT-BtGYAAAAJ&citpid=3,104,67,33,25,5143,2665,305
6YoQuF8AAAAJ,Alexander I. Nosich,M,"Institute of Radio-Physics and Electronics NASU, Kharkiv, Ukraine",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6YoQuF8AAAAJ&citpid=3,113,69,43,25,4968,1980,420
JrIsIjgAAAAJ,George Almpanidis,M,Henan University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JrIsIjgAAAAJ&citpid=2,8,6,8,7,563,310,21
iyTgjEkAAAAJ,Cassio M. Oishi,M,"Associate Professor, Sao Paulo State University, UNESP, Brazil",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iyTgjEkAAAAJ&citpid=3,22,15,14,11,628,348,81
287h2qoAAAAJ,Valeriano Antunes de Oliveira,M,Professor at the Applied Mathematics Departament - State University of São Paulo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=287h2qoAAAAJ&citpid=1,13,8,13,8,320,193,36
F7V_g1cAAAAJ,Alirio E. Rodrigues,M,"Laboratory of Separation and Reaction Engineering, Department of Chemical Engineering, Faculty of Engineering, University of Porto",,577,392,87,57,34263,15961,1301
uy8XD98AAAAJ,Ioannis Samoladas,M,"Department of Business Administration, Technological Educational Institution of Central Macedonia at",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uy8XD98AAAAJ&citpid=2,9,4,9,4,636,182,14
Bw58J8AAAAAJ,Emelie Engström,M,Lund University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Bw58J8AAAAAJ&citpid=5,30,23,19,17,2006,1258,55
nTzhJ3IAAAAJ,Johan Magnusson,M,"Associate Professor of Applied IT, University of Gothenburg",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nTzhJ3IAAAAJ&citpid=2,13,5,11,7,465,208,77
kPtHXvcAAAAJ,Traian Emanuel Abrudan (ATE),M,"Senior Research Scientist, Nokia Bell Labs",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kPtHXvcAAAAJ&citpid=2,14,13,13,11,1038,786,39
6ZJQQ9IAAAAJ,Renata Zylla,F,Textile Research Institute,,12,5,11,7,829,327,46
sPoWqRIAAAAJ,Michal Koucky,M,"Charles University, Prague",,35,18,21,14,1530,717,56
W4R1-ogAAAAJ,Gilles Bailly,M,"Sorbonne Université, CNRS, ISIR",https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=W4R1-ogAAAAJ&citpid=2,46,38,27,22,2789,1808,124
MzoVOSgAAAAJ,Dimitrios Papamartzivanos,M,Digital Security & Trusted Computing Group at UBITECH Ltd,,6,6,7,7,374,352,12
P4nYUqMAAAAJ,Svebor Karaman,M,Senior Research Scientist at Dataminr,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=P4nYUqMAAAAJ&citpid=3,24,20,18,15,868,707,44
Jx8RbDAAAAAJ,Urban Ask,M,"Associate Professor, University of Gothenburg",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Jx8RbDAAAAAJ&citpid=2,9,0,9,5,387,67,35
ETFTMZMAAAAJ,Jason O'Kane,M,"Professor of Computer Science, University of South Carolina",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ETFTMZMAAAAJ&citpid=2,35,30,21,15,1406,940,106
BmU3oeYAAAAJ,Thorsten M. Buzug,M,"Professor of Medical Engineering, Institute of Medical Engineering, University of Lübeck",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BmU3oeYAAAAJ&citpid=3,152,81,42,29,9359,3911,615
-W_rWuIAAAAJ,Alexandre B. Augusto,M,CRACS INESC TEC,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-W_rWuIAAAAJ&citpid=2,4,2,7,5,104,74,14
QuYVrekAAAAJ,José Cândido Silveira Santos Filho,M,"School of Electrical and Computer Engineering, University of Campinas",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QuYVrekAAAAJ&citpid=2,34,21,20,13,1265,607,111
DZ5_Gw4AAAAJ,Jean-Marc Jezequel,M,"Professor of Software Engineering, Univ Rennes, CNRS, Inria, IRISA",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DZ5_Gw4AAAAJ&citpid=2,185,82,58,31,12459,3081,395
eMoOfOcAAAAJ,Masaharu Shiratani,M,Kyushu University,,161,66,43,25,6794,2821,677
6qLXkxoAAAAJ,Pekka Isomursu,M,"Head of Master Degree Programmes, School of Media and Performing Arts, Oulu University of Applied",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6qLXkxoAAAAJ&citpid=1,21,9,16,9,1569,373,74
2dC84RgAAAAJ,Claudia Liliana Zúñiga-Cañón,F,"COMBA R&D USC, University of Vigo, IEEE Computer Society Colombia Chair",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2dC84RgAAAAJ&citpid=2,1,0,4,2,52,26,60
jfpHh_UAAAAJ,stavros koubias,M,"Professor Emeritus, University of Patras, Greece",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jfpHh_UAAAAJ&citpid=2,40,13,19,11,1759,497,196
d-St9x0AAAAJ,Vangelis Karkaletsis,M,"NCSR ""Demokritos""",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=d-St9x0AAAAJ&citpid=3,96,43,33,19,5057,1677,290
